SUBSTUDY,Collection Agency,PARAMETER,Samples,Blanks,Blank > MDL,Value < Blank 10x,Blank Hits,% Blank Hits
L8FEBOG,WMD,"PHOSPHATE, TOTAL AS P",165,6,165,140,140,85%
